"","old score","sentence1","sentence2","label","score"
"2571","4.5","زن جوانی روی دست خود خالکوبی می کند","دختری روی دستش خال کوبی می کند","1","5"
"2572","4.9","خال کوبی توسط زن با ژاکت سفید روی یک نوجوان در حال کشیدن است","زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می کند","5","5"
"2573","3.9","زن با ژاکت سفید روی دست یک نوجوان خال کوبی نمی کند","زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می کند","1","4"
"2574","2.9","زن با ژاکت سفید روی دست یک نوجوان خال کوبی نمی کند","دختری روی دستش خال کوبی می کند","1","3"
"2575","3.515","زن جوانی روی دست خود خالکوبی می کند","زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می کند","1","4"
"2576","2.4","دختری در حال خال کوبی از دست خود است","زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می کند","1","2"
"2577","3.5","دختری که لباس های بنفش و آبی پوشیده است شب در کنار دوچرخه خود قدم می زند","یک دختر برهنه شب در کنار دوچرخه خود قدم می زند","1","4"
"2578","3.7","سگ سیاه در امتداد پل تنه درخت روی آب قدم می زند","سگ سیاه در امتداد پل تنه درخت روی آب قدم نمی زند","3","4"
"2579","4.1","سگ سیاه در امتداد پل تنه درخت روی آب قدم می زند","هیچ سگی از روی رودخانه روی پلی ساخته شده از درخت افتاده عبور نمی کند","3","4"
"2580","3.6","سگ سیاه در امتداد پل تنه درخت روی آب قدم می زند","یک درخت در حال سقوط بر روی پلی است که روی رودخانه ساخته شده و یک سگ از آن عبور می کند","5","4"
"2581","4","سگ با کت مشکی در حال عبور از روی پل تنه درخت روی آب است","سگی در حال عبور از رودخانه روی پلی است که از درخت افتاده ساخته شده است","3","4"
"2582","3.7","کودکی با لباس سبز و سفید ورزشی روی چمن ها استراحت کرده است","کودکی با لباس ورزشی سبز و سفید از روی چمن ها می دود","2","4"
"2583","2.9","کودکی با لباس ورزشی سبز و سفید از روی چمن ها می دود","پسر کوچکی وجود ندارد که یک نوار فوتبال سبز بپوشد و روی چمن ها بدود","5","3"
"2584","3.4","پسر کوچکی نوار فوتبال سبز رنگی بر تن دارد و روی چمن ها می دود","کودکی با لباس سبز و سفید ورزشی روی چمن ها استراحت کرده است","5","3"
"2585","4.2","کودکی با لباس ورزشی سبز و سفید از روی چمن ها می دود","پسر کوچکی نوار فوتبال سبز رنگی بر تن دارد و روی چمن ها می دود","5","4"
"2586","2.7","دختری با کلاه سیاه در ساحل بیکینی پوشیده است","یک دختر سیاه پوست بدون بیکینی در ساحل کلاه گذاشته است","1","3"
"2587","4.3","یک خانم جوان با بیکینی در ساحل دراز کشیده است","خانمی که جوان به نظر می رسد در ساحل دراز کشیده است","1","4"
"2588","4.2","یک خانم جوان با بیکینی در ساحل دراز کشیده است","یک خانم جوان با بیکینی در ساحل ایستاده است","1","4"
"2589","3.3","خانمی که جوان به نظر می رسد در ساحل دراز کشیده است","دختری با کلاه سیاه در ساحل بیکینی پوشیده است","1","3"
"2590","3.5","دختری با کلاه سیاه در ساحل بیکینی پوشیده است","یک خانم جوان با بیکینی در ساحل دراز کشیده است","1","4"
"2591","3.7","یک خانم جوان با بیکینی در ساحل دراز کشیده است","دختری با کلاه سیاه در ساحل بیکینی پوشیده است","1","4"
"2592","4.5","این مرد در ساحل مرطوب در حاشیه آب ساحل دستشویی می کند","این مرد مشغول انجام دستشویی روی ماسه مرطوب لبه آب ساحل است","0","5"
"2593","4.9","مردی مشغول اجرای دست بال در ساحل است","مردی در ساحل یک دست دستی انجام می دهد","0","5"
"2594","3.2","مردی در ساحل نشسته است","مردی مشغول اجرای دست بال در ساحل است","0","3"
"2595","4.7","این مرد در ساحل مرطوب در حاشیه آب ساحل دستشویی می کند","مردی مشغول اجرای دست بال در ساحل است","0","5"
"2596","4.9","پسری در سن جوانی با مادرش در پارک بازی می کند","پسر جوانی با مادرش در پارک بازی می کند","5","5"
"2597","5","پسر آبی پوش از زن آبی پوش فرار می کند","پسری با رنگ آبی از زنی با رنگ آبی فرار می کند","0","5"
"2598","2","پسر جوانی با مادرش در پارک بازی می کند","پسر آبی پوش از زن آبی پوش فرار می کند","0","2"
"2599","2.9","پسر جوانی با مادرش در پارک بازی می کند","پسری با رنگ آبی به طرف زنی با رنگ آبی می دوید","0","3"
"2600","3.3","پسری در سن جوانی با مادرش در پارک بازی می کند","پسری با رنگ آبی از زنی با رنگ آبی فرار می کند","0","3"
"2601","4.3","پسر جوانی به سرعت از روی صندلی می پرد","پسر جوانی دارد از روی صندلی می پرد","0","4"
"2602","4.4","پسر جوانی دارد از روی صندلی می پرد","پسر جوانی دارد روی صندلی می پرد","0","4"
"2603","2.3","دو بچه روی توپ های رنگارنگ می پرند","برخی از کودکان جوراب شلواری مشکی به پا کرده و قیف می کنند","2","2"
"2604","2.6","بچه ها جوراب شلواری سیاه نمی پوشند و قیف نمی کنند","دو بچه روی توپ های رنگارنگ می پرند","2","3"
"2605","2.3","دو کودک روی توپ های رنگارنگ می پرند","بچه ها جوراب شلواری مشکی پوشیده اند و قیف می کنند","2","2"
"2606","1.6","دو بچه روی توپ های رنگارنگ نشسته اند","بچه ها جوراب شلواری مشکی پوشیده اند و قیف می کنند","2","2"
"2607","4.1","دختر بلوند با قسمت صورتی صورتی لبخند می زند و عینکی خنده دار با بینی بزرگ بهم چسبیده است","یک دختر کوچک لبخند می زند و بینی و عینکی تقلبی به چشم دارد","1","4"
"2608","4.4","مردی در حال شستن آب به دهان یک سگ سفید با اسلحه آبکش است","هیچ شخصی وجود ندارد که با اسلحه آبکش به دهان سگ سفید آب بکشد","5","4"
"2609","4.2","مردی در حال شستن آب به دهان یک سگ سفید با اسلحه آبکش است","مرد در حال پاشیدن یک سوپر غوطه ور در دهان سگ است","0","4"
"2610","3.1","یک مرد در حال غوطه وری فوق العاده به دهان یک سگ است","هیچ شخصی وجود ندارد که با اسلحه آبکش به دهان سگ سفید آب بکشد","5","3"
"2611","4","یک مرد در حال غوطه وری فوق العاده به دهان یک سگ است","مردی در حال شستن آب به دهان یک سگ سفید با اسلحه آبکش است","0","4"
"2612","2.7","کودکی دنیای جدیدی را تجربه می کند","کودکی به خواب می رود","2","3"
"2613","1.6","پسری زیر چتر را پدرش که کت آبی پوشیده است در آغوش گرفته است","کودکی با کمال حیرت دنیای جدیدی را تجربه می کند","5","2"
"2614","1.8","کودکی دنیای جدیدی را تجربه می کند","پسری را زیر چتر در آغوش پدرش نگه داشته که کتش را با رنگ آبی رنگ پوشیده است","5","2"
"2615","1.2","کودکی دنیای جدیدی را تجربه می کند","پسری که زیر چتر است توسط پدرش که کت آبی پوشیده است رها می شود","5","1"
"2616","1.7","پسری که کت آبی به تن دارد ، پدرش را زیر چتر نگه داشته است","کودکی دنیای جدیدی را تجربه می کند","5","2"
"2617","3.6","سگی در ساحل پوشیده از برف به تنهایی بازی می کند","سگی در حال عبور از کنار برف است","3","4"
"2618","2.7","سگی در ساحل پوشیده از برف خوابیده است","سگی در حال عبور از کنار برف است","3","3"
"2619","2.7","سگی در حال عبور از کنار برف است","سگی در ساحل پوشیده از برف به تنهایی بازی می کند","3","3"
"2620","2.9","سگی در ساحل پوشیده از برف به تنهایی بازی می کند","هیچ سگی در کنار برف راه نمی رود","3","3"
"2621","5","یک سگ قهوه ای روشن در خیابان می دوید","سگ قهوه ای روشن در خیابان می دوید","3","5"
"2622","2.835","سگ در حال نور قهوه ای است","یک سگ قهوه ای روشن در خیابان می دوید","3","3"
"2623","4.5","یک سگ عالی در حال صعود از یک تپه شیب دار است","یک سگ عالی در حال صعود وحشیانه از یک تپه شیب دار است","3","5"
"2624","3.1","یک سگ عالی در حال صعود از یک تپه شیب دار است","سگ قهوه ای روشن در خیابان می دوید","3","3"
"2625","2.5","یک سگ عالی در حال صعود از یک تپه شیب دار است","هیچ سگی به رنگ قهوه ای روشن در خیابان ها وجود ندارد","3","3"
"2626","1.7","سگ در حال نور قهوه ای است","یک سگ عالی در حال صعود از یک تپه شیب دار است","3","2"
"2627","2.6","یک سگ عالی در حال صعود از یک تپه شیب دار است","یک سگ قهوه ای روشن در خیابان می دوید","3","3"
"2628","4.8","یک زن و مرد در خیابان یک شهر قدم می زنند","یک زن و مرد در خیابان های شهر قدم می زنند","4","5"
"2629","4.815","مردم در خیابان شلوغی قدم می زنند","مردم از خیابانی شلوغ عبور می کنند","0","5"
"2630","3.3","مردم از خیابانی شلوغ عبور می کنند","یک زن و مرد در خیابان های شهر قدم می زنند","5","3"
"2631","3.7","یک زن و مرد در خیابان یک شهر قدم می زنند","مردم در خیابان شلوغی قدم می زنند","5","4"
"2632","2.8","مردم در خیابان شلوغی قدم می زنند","یک زن و مرد در خیابان های شهر بیکار هستند","5","3"
"2633","5","یک موج سوار موج بزرگی را سوار می شود","موج سوار موج بزرگی را سوار می شود","4","5"
"2634","3.9","موج سوار موج کوچکی را سوار می شود","موج سوار موج بزرگی را سوار می شود","4","4"
"2635","4.3","یک موج سوار در حال عبور از یک موج بزرگ بر روی آب سبز تیره است","یک موج سوار موج بزرگی را سوار می شود","4","4"
"2636","4.4","یک موج سوار در حال عبور از یک موج بزرگ بر روی آب سبز تیره است","موج سوار موج بزرگی را سوار می شود","4","4"
"2637","3","هیچ شخصی شلوار خاکستری با هوای روی اسنوبرد بر تن ندارد","شخصی که شلوار خاکستری به تن دارد ، روی اسنوبرد منتقل می شود","4","3"
"2638","4.2","یک اسنوبورد در حال پریدن از هوا است","شخصی که شلوار خاکستری به تن دارد ، روی اسنوبرد منتقل می شود","5","4"
"2639","3.5","شخصی بر روی اسنوبرد شلوار خاکستری پوشیده است","یک مرد اسنوبرد در حال پریدن از هوا است","5","4"
"2640","2.7","هیچ شخصی شلوار خاکستری با هوای روی اسنوبرد بر تن ندارد","یک مرد اسنوبرد در حال پریدن از هوا است","5","3"
"2641","4","یک مرد اسنوبرد در حال پریدن از هوا است","شخصی که شلوار خاکستری به تن دارد ، روی اسنوبرد منتقل می شود","5","4"
"2642","4.4","یک تنیسور با سربند سبز توپ را می زند","یک تنیسور با سربند سبز توپ را از دست می دهد","4","4"
"2643","4.6","مردی در حال خم شدن و دوربین است","شخصی در حال خم شدن و گرفتن دوربین است","5","5"
"2644","3.7","مردی در حال خم شدن و دوربین است","زنی درحال خم شدن و دوربین است","5","4"
"2645","3.7","مردی با قلم مو چمباتمه می زند و عکس می گیرد","هیچ کس وجود ندارد که با قلم مو چمباتمه بزند و عکس بگیرد","5","4"
"2646","3.7","مردی در حالت قلم مو چمباتمه می زند و عکس می گیرد","مردی در حال خم شدن و دوربین است","0","4"
"2647","4.1","مردی با قلم مو چمباتمه می زند و عکس می گیرد","شخصی در حال خم شدن و گرفتن دوربین است","5","4"
"2648","3.2","مردی با قلم مو چمباتمه می زند و عکس می گیرد","زنی درحال خم شدن و دوربین است","5","3"
"2649","4.6","بعضی از سگها در رودخانه بازی می کنند","برخی از سگ ها در جریان بازی می کنند","3","5"
"2650","3.2","برخی از سگ ها در جریان بازی می کنند","دو سگ به چیزی نگاه می کنند که در آب حرکت می کند","3","3"
"2651","3.3","دو سگ به چیزی نگاه می کنند که در آب پاشیده است","بعضی از سگها در رودخانه بازی می کنند","3","3"
"2652","3","دو سگ به چیزی نگاه می کنند که در آب پاشیده است","برخی از سگ ها در جریان بازی می کنند","3","3"
"2653","4.9","یک سگ سیاه و سفید در حال پریدن از ورق استوانه ای است","یک سگ سیاه در حال پریدن از ورق یونجه استوانه ای است","3","5"
"2654","3.6","یک سگ سفید در حال پریدن از ورق یونجه استوانه ای است","یک سگ سیاه در حال پریدن از ورق یونجه استوانه ای است","3","4"
"2655","3.3","یک سگ قهوه ای در حال پریدن در هوا است","هیچ سگی قهوه ای در هوا نمی پرد","3","3"
"2656","3.5","هیچ سگی قهوه ای در هوا نمی پرد","سگ قهوه ای در حال پریدن در هوا است","3","4"
"2657","3.8","یک سگ قهوه ای در حال پریدن در آب است","یک سگ قهوه ای در حال پریدن در هوا است","3","4"
"2658","4.5","سگ قهوه ای در حال پریدن در هوا است","یک سگ قهوه ای در حال پریدن در هوا است","3","5"
"2659","2.9","مردی سوار بر اسب در حال پیاده روی است و تکان می دهد","مردی با موتورسیکلت در حال پیاده روی در پیست و تکان دادن است","0","3"
"2660","4","مردی با موتورسیکلت در حال پیاده روی در پیست و تکان دادن است","شخصی که موتور سوار است بازوی خود را بالا گرفته است","5","4"
"2661","1.8","مردی سوار بر اسب در حال پیاده روی است و تکان می دهد","شخصی که در موتورسیکلت قرار دارد بازویی را بالا گرفته است","5","2"
"2662","4.5","دو بزرگسال روی یک اسکوتر در مزرعه ای از گلهای زرد ایستاده اند","دو بزرگسال روی یک اسکوتر در مزرعه ای از گل ها ایستاده اند","4","5"
"2663","4.8","دو نفر که کلاه ایمنی به سر دارند بر گلهای زرد و سفید سوار شده اند","دو نفر که کلاه ایمنی به سر دارند بر روی گلهای زرد و سفید رانندگی می کنند","4","5"
"2664","4","شخصی در حال دوچرخه سواری خاکی از تپه خاکی است","شخصی در حال دوچرخه سواری خاکی در پایین تپه خاکی است","4","4"
"2665","3.3","هیچ شخصی در امتداد مسیر گل آلود دوچرخه سواری نمی کند","شخصی در امتداد یک مسیر گل آلود در حال دوچرخه سواری است","4","3"
"2666","3.9","یک مرد در حال دوچرخه سواری خاکی در پایین یک تپه خاکی است","شخصی در امتداد یک مسیر گل آلود در حال دوچرخه سواری است","5","4"
"2667","3.6","شخصی در امتداد یک مسیر گل آلود در حال دوچرخه سواری است","شخصی در حال دوچرخه سواری خاکی در پایین تپه خاکی است","4","4"
"2668","4.5","مردی با رنگ آبی در جاده ای خاکی سوار اسب می شود","مردی با رنگ آبی در جاده ای خاکی سوار حیوان است","0","5"
"2669","3","مردی با رنگ آبی در جاده ای خاکی سوار اسب می شود","زنی به رنگ آبی در جاده ای خاکی سوار اسب می شود","5","3"
"2670","3.6","مردی با رنگ آبی در جاده ای خاکی سوار اسب می شود","مردی سوار بر اسب کثیف در جاده ای آبی رنگ است","0","4"
"2671","3.8","مردی با کلاه آبی کابوی سوار اسب سفید می شود","مردی با رنگ آبی در جاده ای خاکی سوار اسب می شود","0","4"
"2672","3","مردی با کلاه کابوی آبی سوار بر اسب سفید است","زنی به رنگ آبی در جاده ای خاکی سوار اسب می شود","5","3"
"2673","2.7","مردی با کلاه کابوی آبی سوار بر اسب سفید است","مردی سوار بر اسب کثیف در جاده ای آبی رنگ است","0","3"
"2674","3.2","دو سگ سفید و یک سگ قهوه ای توپ را تعقیب نمی کنند","دو سگ سفید و یک سگ قهوه ای در حال تعقیب یک توپ هستند","3","3"
"2675","3.6","دو گربه سفید با یک سگ قهوه ای و یک توپ بازی می کنند","دو سگ سفید با یک سگ قهوه ای و یک توپ بازی می کنند","3","4"
"2676","4","دو سگ سفید با یک سگ قهوه ای و یک توپ تنیس بازی می کنند","دو سگ سفید و یک سگ قهوه ای در حال تعقیب یک توپ هستند","3","4"
"2677","3.5","دو گربه سفید با یک سگ قهوه ای و یک توپ بازی می کنند","دو سگ سفید و یک سگ قهوه ای در حال تعقیب یک توپ هستند","3","4"
"2678","4.3","دو سگ سفید با یک سگ قهوه ای و یک توپ بازی می کنند","دو سگ سفید و یک سگ قهوه ای در حال تعقیب یک اسباب بازی هستند","3","4"
"2679","4.635","یک اتومبیل مسابقه سفید در حال رانندگی از طریق یک گودال است","یک وسیله نقلیه سفید رنگ در حال رانندگی از طریق یک گودال است","4","5"
"2680","3.6","یک ماشین رالی سفید در حال پرتاب گل به هوا است و در حال نزدیک شدن به پیچ در مسیر است","یک ماشین رالی مشکی در حال پرتاب گل به هوا است و در حال نزدیک شدن به پیچ در مسیر است","4","4"
"2681","3.5","یک اتومبیل مسابقه سفید در حال رانندگی از طریق یک گودال است","ماشین رالی سفید در حال پرتاب گل به هوا است و در حال نزدیک شدن به پیچ در مسیر است","4","4"
"2682","4.2","یک ماشین رالی سفید در حال پرتاب گل به هوا است و در حال نزدیک شدن به پیچ در مسیر است","یک وسیله نقلیه سفید رنگ در حال رانندگی از طریق یک گودال است","4","4"
"2683","3.3","یک ماشین رالی سفید در حال پرتاب گل به هوا است و در حال نزدیک شدن به پیچ در مسیر است","هیچ ماشین مسابقه ای سفید رنگی که از طریق یک گودال رانندگی کند وجود ندارد","4","3"
"2684","2.5","یک سگ به سمت توپ نمی دود","یک سگ به سمت یک توپ می دود","3","3"
"2685","2.9","یک سگ به سمت یک توپ می دود","هیچ سگی وجود ندارد که از یک میدان بدود و یک توپ را تعقیب کند","3","3"
"2686","2.6","یک سگ به سمت توپ نمی دود","سگی در حال دویدن در یک میدان است و در حال تعقیب یک توپ است","3","3"
"2687","4.7","چهار ورزشکار با یک مرد در یک استادیوم شلوغ حضور دارند","چهار ورزشکار با یک نفر در یک استادیوم شلوغ حضور دارند","4","5"
"2688","3.5","چهار ورزشکار با یک مرد در یک استادیوم شلوغ حضور دارند","چهار ورزشکار با یک زن در یک استادیوم شلوغ حضور دارند","4","4"
"2689","4.4","شخصی با کت صورتی در حال دویدن به داخل زمین است","شخصی با رنگ صورتی در حال دویدن به داخل زمین است","4","4"
"2690","1.5","شخصی با کت صورتی در حال دویدن به داخل زمین است","چهار ورزشکار با یک مرد در یک استادیوم شلوغ حضور دارند","5","2"
"2691","3","یک زن آسیایی روسری خز به دست گرفته است","هیچ زن آسیایی روسری خز ندارد","1","3"
"2692","4.8","زنی که لباس شیک پوشیده در درون جمعیتی قرار دارد و به پایین نگاه می کند","یک زن زیبا درون جمعیتی است و به پایین نگاه می کند","1","5"
"2693","3","پسری با تی شرت سفید در آب کم عمق پاشیده می شود","هیچ پسری با تی شرت سفید در آب کم عمق پاشیده نشده است","0","3"
"2694","3.3","پسری با تی شرت سفید در آب کم عمق پاشیده می شود","پسری در ساحل از دریا می گذرد","0","3"
"2695","4.9","یک بازیکن بسکتبال در زمین زمین است و دیگری بازیکن توپ را می گیرد","یک بازیکن بسکتبال در زمین زمین است و توپ توسط یکی دیگر از بازیکنان گرفته می شود","4","5"
"2696","3.5","هیچ بازیکن بسکتبال در زمین دادگاه وجود ندارد و هیچ کس توپ را نمی گیرد","دو بازیکن بسکتبال برای گرفتن توپ در زمین با هم دست و پنجه نرم می کنند","4","4"
"2697","2.5","دو بازیکن فوتبال در زمین برای گرفتن توپ در تلاش هستند","یک بازیکن بسکتبال در زمین زمین است و دیگری بازیکن توپ را می گیرد","4","3"
"2698","4.8","یک گوسفند سیاه نزدیک سه سگ سفید ایستاده است","یک گوسفند سیاه نزدیک به سه سگ سفید ایستاده است","3","5"
"2699","2.8","سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند","یک گوسفند سیاه نزدیک به سه سگ سفید ایستاده است","3","3"
"2700","1.9","یک گوسفند سیاه دور از سه سگ سفید ایستاده است","سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند","3","2"
"2701","3","سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند","یک گوسفند سیاه نزدیک سه سگ سفید ایستاده است","3","3"
"2702","4.4","دو پودل در برف هستند و یکی در حال پریدن از ارتفاع","دو پودل در برف هستند و یکی در حال پریدن است","3","4"
"2703","3.9","دو پودل در برف هستند و یکی دراز کشیده است","دو پودل در برف هستند و یکی در حال پریدن از ارتفاع","3","4"
"2704","2.9","یک سگ خاکستری در حال بریدن به سمت یک سگ سیاه و سفید در برف نرم است","دو پودل در برف هستند و یکی در حال پریدن از ارتفاع","3","3"
"2705","3.7","دو پودل در برف هستند و یکی در حال پریدن از ارتفاع","یک سگ خاکستری در حال بریدن به سمت یک سگ سیاه و سفید است","3","4"
"2706","3.1","یک عکاس توسط مردان محاصره می شود","مردی با کت و شلوار توسط عکاسان محاصره می شود","5","3"
"2707","3.6","مردی که توسط عکاسان محاصره شده است ، کت و شلوار خاکستری و عینکی به تن دارد","یک مرد با کت و شلوار توسط عکاسان احاطه نشده است","0","4"
"2708","4.2","کودکان با لباس شنا در آب بازی نمی کنند","کودکان با لباس شنا در آب بازی می کنند","2","4"
"2709","4.4","بچه ها لباس حمام پوشیده اند و آب به اطراف می پاشد","بچه ها کت و شلوار نپوشیده اند و آب به اطراف می پاشد","2","4"
"2710","4","کودکان با لباس شنا در آب بازی می کنند","پسران کت و شلوار حمام به تن کرده اند و آب به اطراف پاشیده است","5","4"
"2711","4","کودکان با لباس شنا در استخر بازی می کنند","بچه ها لباس حمام پوشیده اند و آب به اطراف می پاشد","2","4"
"2712","3.785","مردم از بند آویزان هستند و به یکدیگر لگد می زنند","هیچ کس از بند آویزان نیست و به هم لگد می زند","5","4"
"2713","2","دختری با طناب های ژیمناستیک آویزان است","مردم از بند آویزان هستند و به یکدیگر لگد می زنند","5","2"
"2714","2.1","یک مرد بلوند با طناب های ژیمناستیک آویزان است","مردم از بند آویزان هستند و به یکدیگر لگد می زنند","5","2"
"2715","4.4","مردی که سیاه و سفید به تن کرده است راکت تنیس را بالا گرفته و منتظر توپ است","بازیکنی که لباس سیاه و سفید به تن دارد ، راکت تنیس را بالا گرفته و منتظر توپ است","5","4"
"2716","4.8","یک تنیسور در اواسط بازی راکت در دست دارد","در اواسط بازی توسط یک تنیسور یک راکت برگزار می شود","5","5"
"2717","4","مردی که سیاه و سفید به تن کرده است راکت تنیس را بالا گرفته و منتظر توپ است","یک تنیسور در اواسط بازی راکت در دست دارد","5","4"
"2718","4.7","یک سگ قهوه ای و سفید روی چمن بازی می کند","یک سگ قهوه ای و سفید در حال بازی روی چمن است","3","5"
"2719","3.3","سگی روی چمن های سبز بازی می کند","یک گربه قهوه ای و سفید روی چمن بازی می کند","3","3"
"2720","3.6","یک سگ قهوه ای و سفید روی چمن بازی می کند","سگی در زمین سبز بازی می کند","3","4"
"2721","4.8","یک بچه پوست برنزه به دوربین نگاه می کند","کودکی پوست برنزه به دوربین نگاه می کند","2","5"
"2722","3.7","هیچ کودک پوست برنزه ای به دوربین نگاه نمی کند","کودکی پوست برنزه به دوربین نگاه می کند","2","4"
"2723","3.8","پسر کوچکی که دارای یک جیب است دوربین را تماشا نمی کند","یک پسر کوچک با یک جیب در حال تماشای دوربین است","0","4"
"2724","4.1","پسر جوانی که دارای یک جیب است در حال تماشای دوربین است","کودکی پوست برنزه به دوربین نگاه می کند","5","4"
"2725","4.9","پسر جوانی با پیراهن آبی در حال پریدن به داخل آب است","پسر جوان با پیراهن آبی در حال پریدن به داخل آب است","0","5"
"2726","3.9","پسر جوان با پیراهن آبی به آب نمی پرد","پسر جوان با پیراهن آبی در حال پریدن به داخل آب است","0","4"
"2727","5","پسر جوانی در حال شیرجه رفتن در دریاچه ای ساکن است","پسر جوانی در حال پریدن به درون دریاچه ای ساکن است","0","5"
"2728","3.5","دختر جوانی در حال پریدن به درون دریاچه ای ساکن است","پسر جوانی در حال پریدن به درون دریاچه ای ساکن است","0","4"
"2729","4","پسر جوان با پیراهن آبی در حال پریدن به داخل آب است","پسر جوانی در حال شیرجه رفتن در دریاچه ای ساکن است","0","4"
"2730","3.3","پسر جوانی در حال پریدن به درون دریاچه ای ساکن است","پسر جوان با پیراهن آبی به آب نمی پرد","0","3"
"2731","4.2","دو نفر با سبدها و پتوهای سنگین نشسته اند","دو نفر با سبدها و پتوهای سنگین در حال راه رفتن هستند","4","4"
"2732","4.3","دو نفر با خود سبد و پتو رنگارنگ حمل می کنند و نزدیک یک ساختمان قدم می زنند","دو نفر با سبدهای لودر و پتوهای رنگارنگ در حال قدم زدن هستند","4","4"
"2733","4.5","دختر جوانی با لباس شنا نشسته است","دختر جوانی در لباس شنا نشسته است","1","5"
"2734","4.185","یک دختر کوچک لباس شنای طرح دار آبی ، کلاه شنای سیاه و زرد و سرش عینک شنای آبی پوشیده است.","دختر جوانی در لباس شنا نشسته است","1","4"
"2735","2.9","پسر جوانی کت و شلوار شنای طرح دار آبی ، کلاه شنای سیاه و زرد و عینک شنای آبی رنگ بر سر دارد","دختر جوانی در لباس شنا نشسته است","1","3"
"2736","4.5","سگی در جاده ای برفی در حال دویدن است","سگی در مسیری برفی در حال دویدن است","3","5"
"2737","3.5","سگی در مسیری گل آلود در حال دویدن است","سگی در مسیری برفی در حال دویدن است","3","4"
"2738","3.4","یک سگ قهوه ای در حال عبور از یک مسیر برفی است","یک سگ سفید از مسیر برفی در حال دویدن است","3","3"
"2739","4.5","یک سگ قهوه ای در حال عبور از یک مسیر برفی است","سگی در مسیری برفی در حال دویدن است","3","5"
"2740","4.3","یک سگ سفید از مسیر برفی در حال دویدن است","سگی در مسیری برفی در حال دویدن است","3","4"
"2741","3.4","سگی در مسیری گل آلود در حال دویدن است","یک سگ قهوه ای در حال عبور از یک مسیر برفی است","3","3"
"2742","4","یک سگ قهوه ای در حال عبور از یک مسیر برفی است","سگی در مسیری برفی در حال دویدن است","3","4"
"2743","3.9","دو پسر روی تشک سبز ورزش های رزمی انجام می دهند","دو پسر روی تشک آبی ورزش های رزمی انجام می دهند","0","4"
"2744","3.8","دو کودک روی تشک آبی ورزش های رزمی انجام می دهند","دو کودک با لباس های سفید و تجهیزات محافظ قرمز در حال تشک زدن روی یک حصیر هستند","2","4"
"2745","4.9","پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است","پسری جوان با کلاه ایمنی در جاده دوچرخه سواری می کند","0","5"
"2746","3.5","پسر جوانی که کلاه ایمنی دارد ، روی چمن در حال دوچرخه سواری است","پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است","0","4"
"2747","3.6","پسر کوچک در یک مسابقه دوچرخه سواری می کند","دختر کوچک در یک مسابقه دوچرخه سواری می کند","5","4"
"2748","3.6","پسر کوچک در یک مسابقه دوچرخه سواری می کند","پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است","0","4"
"2749","3","پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است","دختر کوچک در یک مسابقه دوچرخه سواری می کند","5","3"
"2750","3.4","یک زن در حال آغشته شدن به ماده قهوه ای است و جمعیت تار در پس زمینه است","یک زن بدون پوشش در زیر گل و لای قرار گرفته است","1","3"
"2751","4.6","دو پسر و یک مرد در بازی بازی می کنند","دو بچه و یک مرد در بازی بازی می کنند","5","5"
"2752","3.58","یک تشویق کننده زن در حال پریدن روی زانوی تشویق کننده مرد است","یک تشویق کننده زن روی زانوی تشویق کننده مرد نشسته است","4","4"
"2753","4.45","برخی از تشویق کنندگان در حال استراحت هستند","برخی از تشویق کنندگان در حال آرامش هستند","4","4"
"2754","3.8","برخی از تشویق کنندگان در حال استراحت هستند","برخی از هواداران تشویق می رقصند","4","4"
"2755","2.9","برخی از تشویق کنندگان در حال استراحت هستند","یک تشویق زن روی زانوی یک مرد نشسته است","5","3"
"2756","3.5","یک تشویق کننده زن روی زانوی تشویق کننده مرد نشسته است","برخی از تشویق کنندگان در حال استراحت هستند","4","4"
"2757","4.8","گروهی از مردم نوشیدنی در دست دارند و به دوربین اشاره می کنند","افرادی که به دوربین اشاره می کنند نوشیدنی ها را نگه می دارند","4","5"
"2758","4.5","چند جوان در حال عکس گرفتن هستند و آبجو در دست دارند","چند جوان در حال عکس گرفتن هستند و نوشیدنی در دست دارند","5","5"
"2759","4.4","دختر آبی پوش با شماره ای روی پیراهن در حال تعقیب دونده پایه است","دختر آبی پوش در حال تعقیب بازیکن با شماره ای روی پیراهن است","1","4"
"2760","2.7","دختر آبی پوش با شماره ای روی پیراهن در حال تعقیب دونده پایه است","یک مرد با رنگ آبی یک توپ زرد در دست دارد","5","3"
"2761","4.9","مردی با کلاه بنفش در حال بالا رفتن از یک دیوار سنگی با دستان خالی است","مردی با کلاه بنفش و دستان خالی ، از یک دیوار سنگی بالا می رود","0","5"
